"state","retail.recreation","grocery.pharmacy","parks","transitstations","workplace","residential","date"
"Kentucky",0.34,0.11,-0.06,0.38,0.45,0.2,2020-04-17
"Louisiana",0.36,0.09,0.15,0.44,0.43,0.19,2020-04-17
"Maine",0.4,0.17,-0.05,0.5,0.45,0.2,2020-04-17
"Maryland",0.4,0.2,0.07,0.55,0.54,0.26,2020-04-17
"Massachusetts",0.48,0.21,0.07,0.7,0.58,0.27,2020-04-17
"Michigan",0.57,0.29,0.26,0.58,0.6,0.29,2020-04-17
"Minnesota",0.4,0.13,-0.37,0.53,0.48,0.23,2020-04-17
"Mississippi",0.27,0.09,0.06,0.29,0.39,0.16,2020-04-17
"Missouri",0.34,0.14,0.07,0.33,0.38,0.19,2020-04-17
"Montana",0.37,0.02,-0.41,0.26,0.38,0.15,2020-04-17
"Nebraska",0.33,0.08,0.01,0.21,0.39,0.2,2020-04-17
"Nevada",0.44,0.17,0.42,0.55,0.53,0.22,2020-04-17
"New Hampshire",0.39,0.16,-0.08,0.56,0.47,0.23,2020-04-17
"New Jersey",0.59,0.22,0.31,0.68,0.6,0.3,2020-04-17
"New Mexico",0.35,0.08,0.1,0.3,0.43,0.18,2020-04-17
"New York",0.62,0.22,0.43,0.68,0.6,0.29,2020-04-17
"North Carolina",0.31,0.08,-0.32,0.45,0.43,0.17,2020-04-17
"North Dakota",0.38,0.1,-0.22,0.3,0.34,0.2,2020-04-17
"Ohio",0.43,0.2,0.17,0.38,0.48,0.23,2020-04-17
"Oklahoma",0.3,0.12,0.13,0.22,0.41,0.18,2020-04-17
"Oregon",0.38,0.11,-0.33,0.41,0.46,0.17,2020-04-17
"Pennsylvania",0.47,0.22,0.25,0.56,0.51,0.24,2020-04-17
"Rhode Island",0.39,0.15,-0.13,0.64,0.49,0.23,2020-04-17
"South Carolina",0.3,0.07,0.16,0.3,0.41,0.15,2020-04-17
"South Dakota",0.32,0.04,-0.52,0.22,0.35,0.19,2020-04-17
"Tennessee",0.3,0.08,-0.06,0.33,0.42,0.16,2020-04-17
"Texas",0.37,0.16,0.33,0.43,0.46,0.22,2020-04-17
"Utah",0.35,0.12,-0.38,0.44,0.45,0.19,2020-04-17
"Vermont",0.5,0.29,0.23,0.59,0.54,0.24,2020-04-17
"Virginia",0.36,0.15,-0.19,0.51,0.48,0.21,2020-04-17
"Washington",0.4,0.14,-0.31,0.54,0.54,0.21,2020-04-17
"West Virginia",0.36,0.18,0.14,0.34,0.41,0.17,2020-04-17
"Wisconsin",0.43,0.17,-0.32,0.34,0.44,0.22,2020-04-17
"Wyoming",0.33,0.09,0.02,0.08,0.34,0.17,2020-04-17
"Alabama",0.33,0.05,-0.12,0.26,0.24,0.09,2020-04-18
"Alaska",0.33,0.07,-0.49,0.44,0.27,0.09,2020-04-18
"Arizona",0.4,0.15,0.29,0.38,0.32,0.12,2020-04-18
"Arkansas",0.25,0.01,-0.36,0.2,0.19,0.07,2020-04-18
"California",0.59,0.18,0.47,0.5,0.35,0.17,2020-04-18
"Colorado",0.47,0.22,0.29,0.53,0.36,0.15,2020-04-18
"Connecticut",0.51,0.24,0.12,0.59,0.38,0.17,2020-04-18
"Delaware",0.45,0.23,0.27,0.49,0.35,0.15,2020-04-18
"Florida",0.49,0.25,0.6,0.62,0.38,0.15,2020-04-18
"Georgia",0.36,0.1,-0.09,0.47,0.31,0.12,2020-04-18
"Hawaii",0.55,0.3,0.63,0.72,0.44,0.17,2020-04-18
"Idaho",0.33,0.06,-0.73,0.22,0.29,0.08,2020-04-18
"Illinois",0.42,0.07,-0.21,0.4,0.32,0.13,2020-04-18
"Indiana",0.35,0.06,-0.78,0.22,0.31,0.11,2020-04-18
"Iowa",0.38,-0.04,-0.84,0.22,0.23,0.1,2020-04-18
"Kansas",0.39,0.12,-0.93,0.22,0.26,0.11,2020-04-18
"Kentucky",0.34,0.03,-0.67,0.29,0.29,0.09,2020-04-18
"Louisiana",0.43,0.12,0.46,0.47,0.31,0.14,2020-04-18
"Maine",0.46,0.22,0.14,0.56,0.32,0.13,2020-04-18
"Maryland",0.45,0.19,0.14,0.5,0.37,0.16,2020-04-18
"Massachusetts",0.59,0.33,0.44,0.7,0.45,0.19,2020-04-18
"Michigan",0.53,0.21,-0.59,0.49,0.4,0.15,2020-04-18
"Minnesota",0.43,0.11,-0.66,0.48,0.31,0.13,2020-04-18
"Mississippi",0.29,0.05,0.11,0.29,0.26,0.1,2020-04-18
"Missouri",0.37,0.06,-0.55,0.27,0.27,0.1,2020-04-18
"Montana",0.42,0.07,-0.08,0.28,0.32,0.1,2020-04-18
"Nebraska",0.33,0.05,-0.62,0.12,0.21,0.1,2020-04-18
"Nevada",0.47,0.17,0.51,0.53,0.51,0.16,2020-04-18
"New Hampshire",0.49,0.27,0.37,0.58,0.37,0.15,2020-04-18
"New Jersey",0.64,0.27,0.43,0.68,0.44,0.19,2020-04-18
"New Mexico",0.42,0.14,0.22,0.31,0.32,0.13,2020-04-18
"New York",0.65,0.25,0.4,0.67,0.45,0.18,2020-04-18
"North Carolina",0.36,0.1,-0.1,0.45,0.3,0.11,2020-04-18
"North Dakota",0.43,0.1,-0.12,0.36,0.23,0.13,2020-04-18
"Ohio",0.38,0.1,-0.79,0.26,0.32,0.12,2020-04-18
"Oklahoma",0.3,0.04,-0.19,0.17,0.26,0.1,2020-04-18
"Oregon",0.45,0.17,0.12,0.41,0.34,0.12,2020-04-18
"Pennsylvania",0.49,0.19,0.13,0.49,0.36,0.15,2020-04-18
"Rhode Island",0.54,0.26,0.41,0.68,0.41,0.17,2020-04-18
"South Carolina",0.34,0.07,0.12,0.33,0.29,0.1,2020-04-18
"South Dakota",0.37,0.01,-0.65,0.25,0.26,0.11,2020-04-18
"Tennessee",0.33,0.04,-0.02,0.28,0.27,0.09,2020-04-18
"Texas",0.41,0.17,0.43,0.42,0.31,0.14,2020-04-18
"Utah",0.38,0.14,-0.48,0.36,0.28,0.11,2020-04-18
"Vermont",0.54,0.31,-0.1,0.62,0.41,0.13,2020-04-18
"Virginia",0.43,0.14,0.13,0.48,0.33,0.14,2020-04-18
"Washington",0.47,0.18,0.08,0.48,0.38,0.13,2020-04-18
"West Virginia",0.36,0.13,0.08,0.27,0.29,0.1,2020-04-18
"Wisconsin",0.42,0.1,-0.85,0.27,0.27,0.12,2020-04-18
"Wyoming",0.32,0.07,-0.24,0.04,0.24,0.09,2020-04-18
"Alabama",0.23,0.06,-0.13,0.25,0.39,0.14,2020-04-20
"Alaska",0.25,0.09,-0.07,0.44,0.4,0.15,2020-04-20
"Arizona",0.33,0.16,0.13,0.39,0.46,0.16,2020-04-20
"Arkansas",0.16,0.02,-0.35,0.2,0.34,0.12,2020-04-20
"California",0.54,0.19,0.34,0.53,0.5,0.21,2020-04-20
"Colorado",0.37,0.19,-0.27,0.51,0.49,0.18,2020-04-20
"Connecticut",0.39,0.19,-0.17,0.52,0.5,0.21,2020-04-20
"Delaware",0.37,0.21,0.13,0.45,0.48,0.19,2020-04-20
"Florida",0.44,0.25,0.54,0.58,0.46,0.19,2020-04-20
"Georgia",0.31,0.12,0.04,0.51,0.46,0.18,2020-04-20
"Hawaii",0.51,0.29,0.65,0.67,0.47,0.21,2020-04-20
"Idaho",0.21,0.04,-1.1,0.23,0.37,0.11,2020-04-20
"Illinois",0.37,0.14,-0.13,0.51,0.5,0.19,2020-04-20
"Indiana",0.25,0.09,-0.66,0.22,0.44,0.16,2020-04-20
"Iowa",0.31,0.02,-0.77,0.24,0.39,0.15,2020-04-20
"Kansas",0.3,0.13,-0.85,0.24,0.42,0.15,2020-04-20
"Kentucky",0.25,0.06,-0.53,0.31,0.43,0.16,2020-04-20
"Louisiana",0.31,0.11,0.08,0.41,0.4,0.16,2020-04-20
"Maine",0.31,0.13,-0.35,0.48,0.48,0.16,2020-04-20
"Maryland",0.39,0.22,0,0.56,0.54,0.23,2020-04-20
"Massachusetts",0.45,0.25,-0.05,0.72,0.62,0.25,2020-04-20
"Michigan",0.44,0.2,-0.52,0.5,0.58,0.22,2020-04-20
"Minnesota",0.38,0.16,-0.22,0.57,0.48,0.2,2020-04-20
"Mississippi",0.18,0.04,0,0.24,0.36,0.13,2020-04-20
"Missouri",0.29,0.08,-0.41,0.32,0.44,0.16,2020-04-20
"Montana",0.28,0.02,-0.72,0.26,0.37,0.11,2020-04-20
"Nebraska",0.24,0.06,-0.62,0.16,0.38,0.15,2020-04-20
"Nevada",0.42,0.18,0.38,0.54,0.51,0.19,2020-04-20
"New Hampshire",0.32,0.18,-0.47,0.49,0.47,0.19,2020-04-20
"New Jersey",0.58,0.24,0.18,0.67,0.59,0.26,2020-04-20
"New Mexico",0.3,0.09,-0.01,0.3,0.45,0.16,2020-04-20
"New York",0.59,0.23,0.19,0.68,0.59,0.25,2020-04-20
"North Carolina",0.34,0.14,0.11,0.5,0.44,0.18,2020-04-20
"North Dakota",0.34,0.15,-0.11,0.33,0.34,0.16,2020-04-20
"Ohio",0.3,0.11,-0.93,0.27,0.46,0.17,2020-04-20
"Oklahoma",0.2,0.06,-0.27,0.18,0.4,0.14,2020-04-20
"Oregon",0.31,0.11,-0.47,0.4,0.46,0.15,2020-04-20
"Pennsylvania",0.41,0.21,-0.2,0.54,0.51,0.2,2020-04-20
"Rhode Island",0.37,0.21,-0.18,0.66,0.5,0.2,2020-04-20
"South Carolina",0.3,0.11,0.25,0.33,0.4,0.16,2020-04-20
"South Dakota",0.28,0.04,-0.54,0.2,0.35,0.15,2020-04-20
"Tennessee",0.25,0.07,-0.03,0.3,0.4,0.15,2020-04-20
"Texas",0.33,0.16,0.15,0.42,0.45,0.18,2020-04-20
"Utah",0.27,0.1,-0.57,0.41,0.46,0.17,2020-04-20
"Vermont",0.4,0.23,-0.32,0.5,0.53,0.19,2020-04-20
"Virginia",0.38,0.19,0.11,0.54,0.48,0.21,2020-04-20
"Washington",0.34,0.14,-0.33,0.53,0.53,0.19,2020-04-20
"West Virginia",0.26,0.1,-0.16,0.26,0.41,0.14,2020-04-20
"Wisconsin",0.38,0.18,-0.5,0.33,0.43,0.18,2020-04-20
"Wyoming",0.22,0.05,-0.37,0.12,0.33,0.12,2020-04-20
"Alabama",0.23,0.04,-0.18,0.23,0.38,0.15,2020-04-21
"Alaska",0.27,0.1,-0.03,0.46,0.4,0.17,2020-04-21
"Arizona",0.34,0.15,0.16,0.37,0.46,0.17,2020-04-21
"Arkansas",0.15,-0.01,-0.85,0.16,0.35,0.11,2020-04-21
"California",0.53,0.17,0.25,0.52,0.51,0.21,2020-04-21
"Colorado",0.38,0.19,-0.1,0.52,0.52,0.21,2020-04-21
"Connecticut",0.46,0.25,0.28,0.55,0.52,0.24,2020-04-21
"Delaware",0.38,0.19,0.13,0.51,0.48,0.2,2020-04-21
"Florida",0.41,0.2,0.43,0.53,0.46,0.19,2020-04-21
"Georgia",0.3,0.09,-0.06,0.47,0.46,0.19,2020-04-21
"Hawaii",0.52,0.3,0.66,0.67,0.49,0.23,2020-04-21
"Idaho",0.23,0.01,-1.09,0.21,0.42,0.14,2020-04-21
"Illinois",0.38,0.12,0,0.51,0.51,0.2,2020-04-21
"Indiana",0.27,0.07,-0.42,0.21,0.45,0.17,2020-04-21
"Iowa",0.32,-0.01,-1.07,0.18,0.41,0.16,2020-04-21
"Kansas",0.27,0.1,-1.32,0.2,0.44,0.16,2020-04-21
"Kentucky",0.26,0.03,-0.53,0.26,0.44,0.16,2020-04-21
"Louisiana",0.26,0.04,0.05,0.37,0.41,0.15,2020-04-21
"Maine",0.37,0.15,-0.1,0.46,0.45,0.18,2020-04-21
"Maryland",0.39,0.21,-0.01,0.56,0.55,0.24,2020-04-21
"Massachusetts",0.5,0.29,0.28,0.72,0.59,0.26,2020-04-21
"Michigan",0.49,0.2,0.11,0.53,0.6,0.25,2020-04-21
"Minnesota",0.36,0.12,-0.48,0.53,0.48,0.21,2020-04-21
"Mississippi",0.15,0,-0.16,0.18,0.37,0.13,2020-04-21
"Missouri",0.28,0.05,-0.82,0.28,0.46,0.16,2020-04-21
"Montana",0.31,-0.01,-0.93,0.24,0.39,0.12,2020-04-21
"Nebraska",0.25,0.07,-0.97,0.12,0.4,0.16,2020-04-21
"Nevada",0.39,0.14,0.32,0.5,0.52,0.2,2020-04-21
"New Hampshire",0.38,0.17,0.05,0.49,0.48,0.21,2020-04-21
"New Jersey",0.6,0.25,0.33,0.69,0.6,0.27,2020-04-21
"New Mexico",0.3,0.06,0.03,0.26,0.45,0.17,2020-04-21
"New York",0.63,0.27,0.43,0.71,0.6,0.27,2020-04-21
"North Carolina",0.29,0.07,-0.29,0.41,0.43,0.16,2020-04-21
"North Dakota",0.34,0.11,-0.44,0.25,0.36,0.17,2020-04-21
"Ohio",0.33,0.12,-0.3,0.28,0.47,0.18,2020-04-21
"Oklahoma",0.21,0.02,-0.59,0.16,0.4,0.14,2020-04-21
"Oregon",0.35,0.11,-0.27,0.41,0.47,0.17,2020-04-21
"Pennsylvania",0.44,0.22,0.23,0.55,0.52,0.22,2020-04-21
"Rhode Island",0.43,0.24,0.23,0.68,0.51,0.23,2020-04-21
"South Carolina",0.25,0.04,0.06,0.23,0.4,0.15,2020-04-21
"South Dakota",0.27,-0.02,-1.28,0.11,0.38,0.14,2020-04-21
"Tennessee",0.24,0.04,-0.18,0.26,0.41,0.15,2020-04-21
"Texas",0.32,0.14,0.09,0.4,0.47,0.19,2020-04-21
"Utah",0.28,0.1,-0.77,0.42,0.47,0.18,2020-04-21
"Vermont",0.46,0.24,0.14,0.55,0.54,0.22,2020-04-21
"Virginia",0.34,0.12,-0.25,0.48,0.49,0.2,2020-04-21
"Washington",0.37,0.15,-0.14,0.54,0.54,0.21,2020-04-21
"West Virginia",0.27,0.07,0,0.23,0.42,0.14,2020-04-21
"Wisconsin",0.39,0.14,-0.52,0.31,0.44,0.19,2020-04-21
"Wyoming",0.21,0.02,-0.61,0.07,0.34,0.12,2020-04-21
"Alabama",0.23,0.03,-0.13,0.22,0.4,0.15,2020-04-22
"Alaska",0.24,0.09,-0.21,0.45,0.4,0.16,2020-04-22
"Arizona",0.34,0.14,0.16,0.36,0.47,0.17,2020-04-22
"Arkansas",0.25,0.08,0.11,0.23,0.36,0.15,2020-04-22
"California",0.53,0.16,0.25,0.52,0.51,0.22,2020-04-22
"Colorado",0.38,0.18,-0.19,0.52,0.53,0.2,2020-04-22
"Connecticut",0.4,0.17,-0.05,0.51,0.52,0.22,2020-04-22
"Delaware",0.35,0.15,0,0.44,0.48,0.19,2020-04-22
"Florida",0.41,0.2,0.4,0.54,0.46,0.19,2020-04-22
"Georgia",0.3,0.11,-0.11,0.46,0.47,0.18,2020-04-22
"Hawaii",0.51,0.3,0.61,0.68,0.48,0.23,2020-04-22
"Idaho",0.25,0.03,-0.52,0.22,0.41,0.15,2020-04-22
"Illinois",0.4,0.12,0.1,0.51,0.51,0.21,2020-04-22
"Indiana",0.28,0.08,-0.71,0.21,0.46,0.17,2020-04-22
"Iowa",0.31,-0.03,-1.15,0.15,0.4,0.15,2020-04-22
"Kansas",0.33,0.07,-0.15,0.26,0.44,0.18,2020-04-22
"Kentucky",0.26,0.02,-0.74,0.26,0.45,0.15,2020-04-22
"Louisiana",0.3,0.09,0.11,0.37,0.42,0.16,2020-04-22
"Maine",0.39,0.14,0.05,0.44,0.45,0.18,2020-04-22
"Maryland",0.36,0.18,-0.19,0.54,0.55,0.24,2020-04-22
"Massachusetts",0.47,0.24,0.18,0.71,0.59,0.26,2020-04-22
"Michigan",0.48,0.19,0.09,0.53,0.59,0.25,2020-04-22
"Minnesota",0.33,0.09,-1.34,0.49,0.49,0.19,2020-04-22
"Mississippi",0.18,0.02,0.05,0.21,0.38,0.14,2020-04-22
"Missouri",0.28,0.07,0.01,0.26,0.44,0.15,2020-04-22
"Montana",0.32,0.02,-0.49,0.26,0.38,0.13,2020-04-22
"Nebraska",0.25,0.02,-0.76,0.12,0.4,0.15,2020-04-22
"Nevada",0.39,0.12,0.29,0.48,0.52,0.2,2020-04-22
"New Hampshire",0.35,0.15,0.05,0.51,0.48,0.21,2020-04-22
"New Jersey",0.56,0.2,0.18,0.66,0.59,0.26,2020-04-22
"New Mexico",0.31,0.07,0.06,0.26,0.45,0.18,2020-04-22
"New York",0.6,0.19,0.28,0.68,0.59,0.26,2020-04-22
"North Carolina",0.29,0.08,-0.22,0.42,0.44,0.16,2020-04-22
"North Dakota",0.32,0.09,-0.74,0.22,0.36,0.15,2020-04-22
"Ohio",0.32,0.11,-0.59,0.27,0.47,0.18,2020-04-22
"Oklahoma",0.28,0.09,0.15,0.21,0.42,0.17,2020-04-22
"Oregon",0.38,0.13,0.13,0.46,0.48,0.18,2020-04-22
"Pennsylvania",0.41,0.16,-0.03,0.52,0.51,0.21,2020-04-22
"Rhode Island",0.38,0.16,0.02,0.65,0.51,0.21,2020-04-22
"South Carolina",0.25,0.05,0.11,0.22,0.41,0.15,2020-04-22
"South Dakota",0.25,-0.01,-1.23,0.12,0.38,0.14,2020-04-22
"Tennessee",0.26,0.05,-0.1,0.29,0.41,0.15,2020-04-22
"Texas",0.34,0.13,0.2,0.41,0.46,0.2,2020-04-22
"Utah",0.27,0.08,-0.67,0.4,0.47,0.17,2020-04-22
"Vermont",0.46,0.25,0.26,0.53,0.54,0.23,2020-04-22
"Virginia",0.32,0.11,-0.32,0.45,0.49,0.19,2020-04-22
"Washington",0.4,0.14,0.23,0.57,0.55,0.22,2020-04-22
"West Virginia",0.27,0.1,-0.2,0.18,0.42,0.13,2020-04-22
"Wisconsin",0.39,0.14,-0.47,0.32,0.44,0.19,2020-04-22
"Wyoming",0.24,0.04,-0.39,0.09,0.35,0.13,2020-04-22
"Alabama",0.35,0.13,0.31,0.33,0.42,0.2,2020-04-23
"Alaska",0.27,0.08,-0.26,0.44,0.4,0.16,2020-04-23
"Arizona",0.34,0.13,0.15,0.39,0.47,0.17,2020-04-23
"Arkansas",0.18,-0.03,-0.46,0.2,0.35,0.12,2020-04-23
"California",0.53,0.15,0.28,0.52,0.51,0.22,2020-04-23
"Colorado",0.39,0.18,-0.13,0.53,0.53,0.21,2020-04-23
"Connecticut",0.41,0.18,-0.01,0.52,0.51,0.22,2020-04-23
"Delaware",0.38,0.18,0.17,0.49,0.49,0.21,2020-04-23
"Florida",0.43,0.21,0.47,0.55,0.47,0.2,2020-04-23
"Georgia",0.4,0.19,0.5,0.53,0.49,0.23,2020-04-23
"Hawaii",0.52,0.3,0.65,0.69,0.48,0.23,2020-04-23
"Idaho",0.29,0.06,-0.3,0.25,0.42,0.16,2020-04-23
"Illinois",0.41,0.1,0.12,0.52,0.5,0.22,2020-04-23
"Indiana",0.34,0.1,-0.01,0.28,0.46,0.2,2020-04-23
"Iowa",0.32,0.04,-1.24,0.19,0.41,0.16,2020-04-23
"Kansas",0.31,0.09,-1.21,0.22,0.44,0.17,2020-04-23
"Kentucky",0.36,0.12,0.22,0.36,0.46,0.19,2020-04-23
"Louisiana",0.33,0.07,0.27,0.42,0.43,0.18,2020-04-23
"Maine",0.35,0.09,-0.52,0.44,0.44,0.17,2020-04-23
"Maryland",0.4,0.21,0.18,0.58,0.55,0.25,2020-04-23
"Massachusetts",0.45,0.2,-0.21,0.69,0.58,0.25,2020-04-23
"Michigan",0.49,0.2,0.1,0.55,0.59,0.26,2020-04-23
"Minnesota",0.38,0.12,-0.59,0.53,0.48,0.21,2020-04-23
"Mississippi",0.25,0.06,0.16,0.23,0.39,0.16,2020-04-23
"Missouri",0.33,0.07,-0.3,0.31,0.45,0.18,2020-04-23
"Montana",0.36,0.03,-0.1,0.29,0.38,0.15,2020-04-23
"Nebraska",0.27,0.05,-0.71,0.12,0.4,0.17,2020-04-23
"Nevada",0.41,0.14,0.35,0.53,0.53,0.2,2020-04-23
"New Hampshire",0.33,0.12,-0.68,0.43,0.46,0.2,2020-04-23
"New Jersey",0.58,0.21,0.23,0.67,0.59,0.27,2020-04-23
"New Mexico",0.3,0.06,-0.01,0.26,0.46,0.18,2020-04-23
"New York",0.6,0.2,0.32,0.69,0.59,0.26,2020-04-23
"North Carolina",0.36,0.12,0.3,0.5,0.45,0.2,2020-04-23
"North Dakota",0.33,0.1,-0.34,0.28,0.36,0.17,2020-04-23
"Ohio",0.35,0.11,-0.13,0.32,0.47,0.2,2020-04-23
"Oklahoma",0.17,-0.03,-0.59,0.15,0.4,0.14,2020-04-23
"Oregon",0.37,0.09,-0.2,0.43,0.48,0.17,2020-04-23
"Pennsylvania",0.43,0.18,0.05,0.54,0.52,0.22,2020-04-23
"Rhode Island",0.37,0.16,-0.28,0.64,0.5,0.21,2020-04-23
"South Carolina",0.34,0.12,0.46,0.31,0.42,0.19,2020-04-23
"South Dakota",0.29,0.01,-0.73,0.2,0.38,0.16,2020-04-23
"Tennessee",0.32,0.09,0.3,0.35,0.42,0.18,2020-04-23
"Texas",0.31,0.11,-0.06,0.39,0.46,0.19,2020-04-23
"Utah",0.31,0.1,-0.22,0.44,0.47,0.19,2020-04-23
"Vermont",0.42,0.2,-0.31,0.49,0.52,0.2,2020-04-23
"Virginia",0.38,0.16,0.17,0.51,0.49,0.22,2020-04-23
"Washington",0.39,0.12,-0.02,0.56,0.54,0.21,2020-04-23
"West Virginia",0.32,0.13,0.2,0.25,0.42,0.16,2020-04-23
"Wisconsin",0.41,0.15,-0.3,0.34,0.44,0.2,2020-04-23
"Wyoming",0.3,0.08,0.02,0.11,0.36,0.15,2020-04-23
"Alabama",0.26,0.04,-0.22,0.26,0.39,0.16,2020-04-24
"Alaska",0.28,0.08,-0.33,0.44,0.37,0.16,2020-04-24
"Arizona",0.36,0.14,0.19,0.39,0.46,0.18,2020-04-24
"Arkansas",0.2,0,-0.34,0.22,0.35,0.13,2020-04-24
"California",0.54,0.14,0.29,0.52,0.5,0.23,2020-04-24
"Colorado",0.4,0.18,0.04,0.53,0.51,0.21,2020-04-24
"Connecticut",0.45,0.22,0.33,0.58,0.51,0.26,2020-04-24
"Delaware",0.42,0.24,0.46,0.56,0.49,0.24,2020-04-24
"Florida",0.47,0.25,0.6,0.6,0.47,0.23,2020-04-24
"Georgia",0.31,0.1,-0.22,0.48,0.45,0.18,2020-04-24
"Hawaii",0.51,0.3,0.65,0.69,0.47,0.24,2020-04-24
"Idaho",0.3,0.06,-0.68,0.24,0.41,0.14,2020-04-24
"Illinois",0.42,0.13,0.12,0.5,0.5,0.22,2020-04-24
"Indiana",0.32,0.11,-0.8,0.24,0.45,0.18,2020-04-24
"Iowa",0.32,-0.01,-0.61,0.19,0.39,0.16,2020-04-24
"Kansas",0.34,0.15,-0.26,0.26,0.41,0.17,2020-04-24
"Kentucky",0.3,0.05,-0.6,0.31,0.44,0.18,2020-04-24
"Louisiana",0.33,0.06,0.04,0.41,0.41,0.18,2020-04-24
"Maine",0.39,0.15,-0.23,0.49,0.45,0.19,2020-04-24
"Maryland",0.42,0.24,0.26,0.59,0.55,0.27,2020-04-24
"Massachusetts",0.51,0.27,0.45,0.72,0.58,0.29,2020-04-24
"Michigan",0.5,0.23,-0.39,0.51,0.58,0.26,2020-04-24
"Minnesota",0.38,0.1,-0.75,0.52,0.48,0.21,2020-04-24
"Mississippi",0.23,0.05,-0.07,0.23,0.37,0.15,2020-04-24
"Missouri",0.3,0.11,-0.36,0.29,0.37,0.17,2020-04-24
"Montana",0.35,0,-0.37,0.22,0.37,0.14,2020-04-24
"Nebraska",0.3,0.05,-0.2,0.16,0.41,0.18,2020-04-24
"Nevada",0.42,0.16,0.37,0.53,0.53,0.21,2020-04-24
"New Hampshire",0.39,0.17,0.02,0.57,0.46,0.23,2020-04-24
"New Jersey",0.62,0.27,0.5,0.71,0.59,0.31,2020-04-24
"New Mexico",0.33,0.03,0.07,0.29,0.43,0.17,2020-04-24
"New York",0.63,0.25,0.5,0.7,0.59,0.29,2020-04-24
"North Carolina",0.31,0.08,-0.33,0.44,0.43,0.17,2020-04-24
"North Dakota",0.35,0.1,-0.5,0.26,0.34,0.18,2020-04-24
"Ohio",0.34,0.12,-1.08,0.26,0.46,0.19,2020-04-24
"Oklahoma",0.24,0.05,-0.24,0.18,0.39,0.16,2020-04-24
"Oregon",0.4,0.13,0.03,0.44,0.46,0.18,2020-04-24
"Pennsylvania",0.47,0.23,0.23,0.57,0.51,0.24,2020-04-24
"Rhode Island",0.45,0.22,0.38,0.69,0.5,0.26,2020-04-24
"South Carolina",0.29,0.05,0.13,0.28,0.4,0.15,2020-04-24
"South Dakota",0.29,-0.02,-0.72,0.18,0.35,0.17,2020-04-24
"Tennessee",0.3,0.08,-0.05,0.31,0.41,0.16,2020-04-24
"Texas",0.33,0.11,0.1,0.4,0.45,0.2,2020-04-24
"Utah",0.31,0.06,-0.71,0.39,0.45,0.17,2020-04-24
"Vermont",0.46,0.26,-0.07,0.53,0.53,0.22,2020-04-24
"Virginia",0.38,0.17,-0.01,0.52,0.49,0.22,2020-04-24
"Washington",0.4,0.14,-0.17,0.54,0.53,0.21,2020-04-24
"West Virginia",0.36,0.16,0.13,0.29,0.41,0.17,2020-04-24
"Wisconsin",0.42,0.16,-0.58,0.31,0.43,0.21,2020-04-24
"Wyoming",0.31,0.04,-0.06,0.06,0.34,0.16,2020-04-24
"Alabama",0.31,0.03,-0.17,0.23,0.23,0.09,2020-04-25
"Alaska",0.25,0.02,-0.85,0.4,0.25,0.07,2020-04-25
"Arizona",0.4,0.12,0.28,0.37,0.32,0.12,2020-04-25
"Arkansas",0.23,-0.03,-0.27,0.2,0.2,0.07,2020-04-25
"California",0.56,0.13,0.35,0.47,0.34,0.15,2020-04-25
"Colorado",0.41,0.15,-0.06,0.48,0.35,0.13,2020-04-25
"Connecticut",0.37,0.17,-1.74,0.44,0.33,0.11,2020-04-25
"Delaware",0.37,0.16,0.52,0.37,0.3,0.11,2020-04-25
"Florida",0.45,0.19,0.52,0.59,0.36,0.13,2020-04-25
"Georgia",0.32,0.08,-0.2,0.45,0.28,0.11,2020-04-25
"Hawaii",0.51,0.29,0.54,0.71,0.44,0.16,2020-04-25
"Idaho",0.31,0.03,-0.71,0.18,0.27,0.08,2020-04-25
"Illinois",0.48,0.14,0.43,0.48,0.34,0.15,2020-04-25
"Indiana",0.36,0.09,-0.44,0.24,0.32,0.11,2020-04-25
"Iowa",0.35,-0.06,-1.15,0.18,0.22,0.09,2020-04-25
"Kansas",0.35,0.06,-1.37,0.16,0.25,0.09,2020-04-25
"Kentucky",0.35,0.05,-0.26,0.31,0.3,0.11,2020-04-25
"Louisiana",0.37,0.06,0.22,0.4,0.29,0.11,2020-04-25
"Maine",0.37,0.13,-0.77,0.47,0.29,0.09,2020-04-25
"Maryland",0.41,0.16,-0.55,0.43,0.35,0.14,2020-04-25
"Massachusetts",0.45,0.22,-0.98,0.56,0.4,0.13,2020-04-25
"Michigan",0.5,0.22,-0.58,0.47,0.4,0.14,2020-04-25
"Minnesota",0.4,0.06,-0.92,0.45,0.3,0.11,2020-04-25
"Mississippi",0.26,0.02,-0.03,0.25,0.25,0.09,2020-04-25
"Missouri",0.39,0.07,-0.14,0.29,0.28,0.11,2020-04-25
"Montana",0.37,-0.01,-0.53,0.23,0.3,0.07,2020-04-25
"Nebraska",0.33,0.04,-0.68,0.1,0.24,0.1,2020-04-25
"Nevada",0.45,0.15,0.44,0.51,0.5,0.15,2020-04-25
"New Hampshire",0.37,0.17,-0.9,0.39,0.33,0.1,2020-04-25
"New Jersey",0.57,0.19,-0.26,0.58,0.39,0.15,2020-04-25
"New Mexico",0.38,0.09,0.05,0.28,0.32,0.11,2020-04-25
"New York",0.57,0.15,-0.45,0.58,0.41,0.14,2020-04-25
"North Carolina",0.37,0.1,-0.03,0.46,0.3,0.11,2020-04-25
