"","school","cumulative_students","date","start","number_students","type","loc"
"3373","MEADOWBROOK MIDDLE",0,"2020-11-21","2020-09-06",994,"Public","FL"
"3374","MEADOWLANE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",738,"Public","FL"
"3375","MEADOWLANE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",738,"Public","FL"
"3376","MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",868,"Public","FL"
"3377","MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",868,"Public","FL"
"3378","MEADOWLANE PRIMARY ELEMENTARY SCHOOL",5,"2020-10-24","2020-09-06",626,"Public","FL"
"3379","MEADOWLANE PRIMARY ELEMENTARY SCHOOL",6,"2020-11-21","2020-09-06",626,"Public","FL"
"3380","MEADOWLAWN MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1072,"Public","FL"
"3381","MEADOWLAWN MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1072,"Public","FL"
"3382","MEDART ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",464,"Public","FL"
"3383","MEDART ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",464,"Public","FL"
"3384","MEDULLA ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",699,"Public","FL"
"3385","MEDULLA ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",699,"Public","FL"
"3386","MELALEUCA ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",726,"Public","FL"
"3387","MELBOURNE CENTRAL CATHOLIC HIGH SCHOOL",4,"2020-10-24","2020-09-06",540,"Private","FL"
"3388","MELBOURNE CENTRAL CATHOLIC HIGH SCHOOL",9,"2020-11-21","2020-09-06",540,"Private","FL"
"3389","MELBOURNE SENIOR HIGH SCHOOL",9,"2020-10-24","2020-09-06",2113,"Public","FL"
"3390","MELBOURNE SENIOR HIGH SCHOOL",12,"2020-11-21","2020-09-06",2113,"Public","FL"
"3391","MELLON ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",314,"Public","FL"
"3392","MELROSE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",410,"Public","FL"
"3393","MELROSE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",589,"Public","FL"
"3394","MELROSE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",408,"Public","FL"
"3395","MELROSE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",410,"Public","FL"
"3396","MELROSE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",589,"Public","FL"
"3397","MELROSE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",408,"Public","FL"
"3398","MELROSE PARK ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",489,"Public","FL"
"3399","MELROSE PARK ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",489,"Public","FL"
"3400","MEMORIAL ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",989,"Public","FL"
"3401","MEMORIAL ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",656,"Public","FL"
"3402","MEMORIAL ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",989,"Public","FL"
"3403","MEMORIAL ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",656,"Public","FL"
"3404","MEMORIAL ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",989,"Public","FL"
"3405","MEMORIAL ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",656,"Public","FL"
"3406","MEMORIAL MIDDLE",0,"2020-10-24","2020-09-06",803,"Public","FL"
"3407","MEMORIAL MIDDLE",1,"2020-11-21","2020-09-06",803,"Public","FL"
"3408","MEMORIAL MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",634,"Public","FL"
"3409","MENDENHALL ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",556,"Public","FL"
"3410","MENDENHALL ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",556,"Public","FL"
"3411","MERRIAM CHERRY STREET ELEMENTARY",2,"2020-11-21","2020-09-06",330,"Public","FL"
"3412","MERRILL ROAD ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",642,"Public","FL"
"3413","MERRILL ROAD ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",642,"Public","FL"
"3414","MERRITT BROWN MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",762,"Public","FL"
"3415","MERRITT ISLAND CHRISTIAN SCHOOL",8,"2020-10-24","2020-09-06",308,"Private","FL"
"3416","MERRITT ISLAND CHRISTIAN SCHOOL",8,"2020-11-21","2020-09-06",308,"Private","FL"
"3417","MERRITT ISLAND HIGH SCHOOL",8,"2020-10-24","2020-09-06",1539,"Public","FL"
"3418","MERRITT ISLAND HIGH SCHOOL",8,"2020-11-21","2020-09-06",1539,"Public","FL"
"3419","MESIVTA OF CORAL SPRINGS",2,"2020-11-21","2020-09-06",47,"Private","FL"
"3420","MIAMI ARTS CHARTER",1,"2020-11-21","2020-09-06",1609,"Public","FL"
"3421","MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER",2,"2020-10-24","2020-09-06",1564,"Public","FL"
"3422","MIAMI ARTS STUDIO 6-12 AT ZELDA GLAZER",7,"2020-11-21","2020-09-06",1564,"Public","FL"
"3423","MIAMI BEACH SENIOR HIGH SCHOOL",7,"2020-11-21","2020-09-06",2340,"Public","FL"
"3424","MIAMI CAROL CITY SENIOR HIGH",1,"2020-11-21","2020-09-06",963,"Public","FL"
"3425","MIAMI CENTRAL SENIOR HIGH SCHOOL",3,"2020-11-21","2020-09-06",1648,"Public","FL"
"3426","MIAMI COMMUNITY CHARTER HIGH SCHOOL",1,"2020-10-24","2020-09-06",206,"Public","FL"
"3427","MIAMI COMMUNITY CHARTER HIGH SCHOOL",1,"2020-11-21","2020-09-06",206,"Public","FL"
"3428","MIAMI COMMUNITY CHARTER SCHOOL",1,"2020-11-21","2020-09-06",529,"Public","FL"
"3429","MIAMI CORAL PARK SENIOR HIGH",2,"2020-10-24","2020-09-06",2451,"Public","FL"
"3430","MIAMI CORAL PARK SENIOR HIGH",9,"2020-11-21","2020-09-06",2451,"Public","FL"
"3431","MIAMI COUNTRY DAY SCHOOL",4,"2020-10-24","2020-09-06",1292,"Private","FL"
"3432","MIAMI COUNTRY DAY SCHOOL",17,"2020-11-21","2020-09-06",1292,"Private","FL"
"3433","MIAMI GARDENS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",265,"Public","FL"
"3434","MIAMI HEIGHTS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",821,"Public","FL"
"3435","MIAMI KILLIAN SENIOR HIGH SCHOOL",3,"2020-11-21","2020-09-06",1626,"Public","FL"
"3436","MIAMI LAKES EDUCATIONAL CENTER",1,"2020-10-24","2020-09-06",1224,"Public","FL"
"3437","MIAMI LAKES EDUCATIONAL CENTER",2,"2020-11-21","2020-09-06",1224,"Public","FL"
"3438","MIAMI LAKES K-8 CENTER",2,"2020-10-24","2020-09-06",1290,"Public","FL"
"3439","MIAMI LAKES K-8 CENTER",4,"2020-11-21","2020-09-06",1290,"Public","FL"
"3440","MIAMI LAKES MIDDLE SCHOOL",1,"2020-11-21","2020-09-06",1313,"Public","FL"
"3441","MIAMI NORTHWESTERN SENIOR HIGH",0,"2020-11-21","2020-09-06",1498,"Public","FL"
"3442","MIAMI PALMETTO SENIOR HIGH SCHOOL",2,"2020-10-24","2020-09-06",2779,"Public","FL"
"3443","MIAMI PALMETTO SENIOR HIGH SCHOOL",5,"2020-11-21","2020-09-06",2779,"Public","FL"
"3444","MIAMI SENIOR HIGH SCHOOL",10,"2020-10-24","2020-09-06",2845,"Public","FL"
"3445","MIAMI SENIOR HIGH SCHOOL",19,"2020-11-21","2020-09-06",2845,"Public","FL"
"3446","MIAMI SHORES ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",685,"Public","FL"
"3447","MIAMI SHORES ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",685,"Public","FL"
"3448","MIAMI SHORES PRESBYTERIAN CHURCH SCHOOL",0,"2020-10-24","2020-09-06",157,"Private","FL"
"3449","MIAMI SHORES PRESBYTERIAN CHURCH SCHOOL",0,"2020-11-21","2020-09-06",157,"Private","FL"
"3450","MIAMI SOUTHRIDGE SENIOR HIGH",1,"2020-10-24","2020-09-06",1882,"Public","FL"
"3451","MIAMI SOUTHRIDGE SENIOR HIGH",3,"2020-11-21","2020-09-06",1882,"Public","FL"
"3452","MIAMI SPRINGS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",399,"Public","FL"
"3453","MIAMI SPRINGS SENIOR HIGH SCHOOL",3,"2020-10-24","2020-09-06",1468,"Public","FL"
"3454","MIAMI SPRINGS SENIOR HIGH SCHOOL",4,"2020-11-21","2020-09-06",1468,"Public","FL"
"3455","MICHIGAN AVENUE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",655,"Public","FL"
"3456","MICHIGAN AVENUE ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",655,"Public","FL"
"3457","MIDDLEBURG ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",579,"Public","FL"
"3458","MIDDLEBURG HIGH SCHOOL",8,"2020-10-24","2020-09-06",1742,"Public","FL"
"3459","MIDDLEBURG HIGH SCHOOL",12,"2020-11-21","2020-09-06",1742,"Public","FL"
"3460","MIDDLETON HIGH SCHOOL",0,"2020-10-24","2020-09-06",1595,"Public","FL"
"3461","MIDDLETON HIGH SCHOOL",4,"2020-11-21","2020-09-06",1595,"Public","FL"
"3462","MIDDLETON-BURNEY ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",987,"Public","FL"
"3463","MIDDLETON-BURNEY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",987,"Public","FL"
"3464","MIDWAY ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",906,"Public","FL"
"3465","MIDWAY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",906,"Public","FL"
"3466","MIKE DAVIS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",646,"Public","FL"
"3467","MIKE DAVIS ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",646,"Public","FL"
"3468","MILDRED HELMS ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",593,"Public","FL"
"3469","MILDRED HELMS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",593,"Public","FL"
"3470","MILES ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",880,"Public","FL"
"3471","MILES ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",880,"Public","FL"
"3472","MILL CREEK ACADEMY",3,"2020-10-24","2020-09-06",986,"Public","FL"
"3473","MILL CREEK ACADEMY",5,"2020-11-21","2020-09-06",986,"Public","FL"
"3474","MILLENNIA ELEMENTARY",4,"2020-10-24","2020-09-06",1031,"Public","FL"
"3475","MILLENNIA ELEMENTARY",8,"2020-11-21","2020-09-06",1031,"Public","FL"
"3476","MILLENNIA GARDENS ELEMENTARY",1,"2020-10-24","2020-09-06",997,"Public","FL"
"3477","MILLENNIA GARDENS ELEMENTARY",3,"2020-11-21","2020-09-06",997,"Public","FL"
"3478","MILLENNIUM 6-12 COLLEGIATE ACADEMY",0,"2020-10-24","2020-09-06",1639,"Public","FL"
"3479","MILLENNIUM 6-12 COLLEGIATE ACADEMY",1,"2020-11-21","2020-09-06",1639,"Public","FL"
"3480","MILLENNIUM MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1544,"Public","FL"
"3481","MILLENNIUM MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1544,"Public","FL"
"3482","MILTON HIGH SCHOOL",4,"2020-10-24","2020-09-06",1872,"Public","FL"
"3483","MILTON HIGH SCHOOL",11,"2020-11-21","2020-09-06",1872,"Public","FL"
"3484","MILWEE MIDDLE SCHOOL",0,"2020-10-24","2020-09-06",1461,"Public","FL"
"3485","MILWEE MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",1461,"Public","FL"
"3486","MIMS ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",479,"Public","FL"
"3487","MIMS ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",479,"Public","FL"
"3488","MINTZ ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",853,"Public","FL"
"3489","MINTZ ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",853,"Public","FL"
"3490","MIRAMAR ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",620,"Public","FL"
"3491","MIRAMAR HIGH SCHOOL",0,"2020-10-24","2020-09-06",2415,"Public","FL"
"3492","MIRAMAR HIGH SCHOOL",13,"2020-11-21","2020-09-06",2415,"Public","FL"
"3493","MIRROR LAKES ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",1101,"Public","FL"
"3494","MIRROR LAKES ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",1101,"Public","FL"
"3495","MITTYE P. LOCKE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",594,"Public","FL"
"3496","MOLINO PARK ELEMENTARY",0,"2020-10-24","2020-09-06",495,"Public","FL"
"3497","MOLINO PARK ELEMENTARY",0,"2020-11-21","2020-09-06",495,"Public","FL"
"3498","MONARCH HIGH SCHOOL",1,"2020-10-24","2020-09-06",2443,"Public","FL"
"3499","MONARCH HIGH SCHOOL",3,"2020-11-21","2020-09-06",2443,"Public","FL"
"3500","MONARCH LEARNING ACADEMY",0,"2020-10-24","2020-09-06",156,"Private","FL"
"3501","MONARCH LEARNING ACADEMY",3,"2020-11-21","2020-09-06",156,"Private","FL"
"3502","MONSIGNOR EDWARD PACE HIGH SCHOOL",4,"2020-11-21","2020-09-06",921,"Private","FL"
"3503","MONTESSORI ACADEMY",1,"2020-11-21","2020-09-06",323,"Private","FL"
"3504","MONTESSORI ACADEMY OF NAPLES",1,"2020-11-21","2020-09-06",38,"Private","FL"
"3505","MONTESSORI BY THE SEA",1,"2020-11-21","2020-09-06",68,"Private","FL"
"3506","MONTVERDE ACADEMY",13,"2020-10-24","2020-09-06",1270,"Private","FL"
"3507","MONTVERDE ACADEMY",13,"2020-11-21","2020-09-06",1270,"Private","FL"
"3508","MOON LAKE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",605,"Public","FL"
"3509","MOORE HAVEN ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",357,"Public","FL"
"3510","MOORE HAVEN ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",357,"Public","FL"
"3511","MOORE HAVEN MIDDLE HIGH SCHOOL.",5,"2020-10-24","2020-09-06",500,"Public","FL"
"3512","MOORE HAVEN MIDDLE HIGH SCHOOL.",5,"2020-11-21","2020-09-06",500,"Public","FL"
"3513","MORGAN WOODS ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",449,"Public","FL"
"3514","MORGAN WOODS ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",449,"Public","FL"
"3515","MORIKAMI PARK ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",794,"Public","FL"
"3516","MORIKAMI PARK ELEMENTARY SCHOOL",7,"2020-11-21","2020-09-06",794,"Public","FL"
"3517","MORNINGSIDE ACADEMY",1,"2020-10-24","2020-09-06",556,"Private","FL"
"3518","MORNINGSIDE ACADEMY",3,"2020-11-21","2020-09-06",556,"Private","FL"
"3519","MORNINGSIDE ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",581,"Public","FL"
"3520","MORNINGSIDE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",581,"Public","FL"
"3521","MORROW ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",530,"Public","FL"
"3522","MORT ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",889,"Public","FL"
"3523","MORT ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",889,"Public","FL"
"3524","MORT ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",889,"Public","FL"
"3525","MOSS PARK ELEMENTARY",1,"2020-11-21","2020-09-06",1055,"Public","FL"
"3526","MOSSY HEAD SCHOOL",1,"2020-11-21","2020-09-06",427,"Public","FL"
"3527","MOTHER OF OUR REDEEMER CATHOLIC SCHOOL",3,"2020-10-24","2020-09-06",208,"Private","FL"
"3528","MOTHER OF OUR REDEEMER CATHOLIC SCHOOL",3,"2020-11-21","2020-09-06",208,"Private","FL"
"3529","MOTON ELEMENTARY SCHOOL",2,"2020-10-24","2020-09-06",569,"Public","FL"
"3530","MOTON ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",569,"Public","FL"
"3531","MOUNT VERNON ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",423,"Public","FL"
"3532","MOUNT ZION CHRISTIAN ACADEMY",3,"2020-11-21","2020-09-06",98,"Private","FL"
"3533","MOWAT MIDDLE SCHOOL",4,"2020-10-24","2020-09-06",1097,"Public","FL"
"3534","MOWAT MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",1097,"Public","FL"
"3535","MT. DORA HIGH SCHOOL",3,"2020-10-24","2020-09-06",1121,"Public","FL"
"3536","MT. DORA HIGH SCHOOL",5,"2020-11-21","2020-09-06",1121,"Public","FL"
"3537","MT. DORA MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",851,"Public","FL"
"3538","MT. HERMAN ESE CENTER",0,"2020-10-24","2020-09-06",154,"Public","FL"
"3539","MT. HERMAN ESE CENTER",1,"2020-11-21","2020-09-06",154,"Public","FL"
"3540","MULBERRY CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",72,"Private","FL"
"3541","MULBERRY MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1150,"Public","FL"
"3542","MULBERRY MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",1150,"Public","FL"
"3543","MULBERRY SENIOR HIGH SCHOOL",2,"2020-10-24","2020-09-06",1192,"Public","FL"
"3544","MULBERRY SENIOR HIGH SCHOOL",5,"2020-11-21","2020-09-06",1192,"Public","FL"
"3545","MULLER ELEMENTARY MAGNET SCHOOL",2,"2020-11-21","2020-09-06",420,"Public","FL"
"3546","MULRENNAN MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1338,"Public","FL"
"3547","MULRENNAN MIDDLE SCHOOL",7,"2020-11-21","2020-09-06",1338,"Public","FL"
"3548","MURDOCK MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",683,"Public","FL"
"3549","MURDOCK MIDDLE SCHOOL",4,"2020-11-21","2020-09-06",683,"Public","FL"
"3550","MURRAY MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",718,"Public","FL"
"3551","MURRAY MIDDLE SCHOOL",3,"2020-11-21","2020-09-06",718,"Public","FL"
"3552","MYAKKA CITY ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",266,"Public","FL"
"3553","MYRA TERWILLIGER ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",558,"Public","FL"
"3554","MYRA TERWILLIGER ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",558,"Public","FL"
"3555","MYRTLE GROVE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",571,"Public","FL"
"3556","MYRTLE GROVE ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",571,"Public","FL"
"3557","N DADE CENTER FOR MODERN LANGUAGE",1,"2020-10-24","2020-09-06",361,"Public","FL"
"3558","N DADE CENTER FOR MODERN LANGUAGE",2,"2020-11-21","2020-09-06",361,"Public","FL"
"3559","NAPLES HIGH SCHOOL",3,"2020-10-24","2020-09-06",1797,"Public","FL"
"3560","NAPLES HIGH SCHOOL",11,"2020-11-21","2020-09-06",1797,"Public","FL"
"3561","NAPLES PARK ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",418,"Public","FL"
"3562","NAPLES PARK ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",418,"Public","FL"
"3563","NARCOOSSEE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",1070,"Public","FL"
"3564","NARCOOSSEE ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",1070,"Public","FL"
"3565","NARCOOSSEE MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",1295,"Public","FL"
"3566","NARCOOSSEE MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",1295,"Public","FL"
"3567","NATURAL BRIDGE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",675,"Public","FL"
"3568","NATURE COAST TECHNICAL HIGH",8,"2020-10-24","2020-09-06",1440,"Public","FL"
"3569","NATURE COAST TECHNICAL HIGH",13,"2020-11-21","2020-09-06",1440,"Public","FL"
"3570","NAVARRE HIGH SCHOOL",7,"2020-10-24","2020-09-06",2309,"Public","FL"
"3571","NAVARRE HIGH SCHOOL",23,"2020-11-21","2020-09-06",2309,"Public","FL"
"3572","NAVY POINT ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",537,"Public","FL"
"3573","NAVY POINT ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",537,"Public","FL"
"3574","NEIL ARMSTRONG ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",813,"Public","FL"
"3575","NEIL ARMSTRONG ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",813,"Public","FL"
"3576","NEPTUNE BEACH ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",830,"Public","FL"
"3577","NEPTUNE BEACH ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",830,"Public","FL"
"3578","NEPTUNE ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",1002,"Public","FL"
"3579","NEPTUNE ELEMENTARY SCHOOL",0,"2020-11-21","2020-09-06",1002,"Public","FL"
"3580","NEPTUNE MIDDLE SCHOOL",3,"2020-10-24","2020-09-06",1330,"Public","FL"
"3581","NEPTUNE MIDDLE SCHOOL",6,"2020-11-21","2020-09-06",1330,"Public","FL"
"3582","NEW BEGINNINGS - NAPLES",1,"2020-10-24","2020-09-06",41,"Public","FL"
"3583","NEW BEGINNINGS - NAPLES",1,"2020-11-21","2020-09-06",41,"Public","FL"
"3584","NEW BEGINNINGS CHRISTIAN ACADEMY",4,"2020-10-24","2020-09-06",50,"Private","FL"
"3585","NEW BEGINNINGS CHRISTIAN ACADEMY",4,"2020-11-21","2020-09-06",50,"Private","FL"
"3586","NEW BEGINNINGS EDUCATION CENTER",0,"2020-10-24","2020-09-06",197,"Public","FL"
"3587","NEW BEGINNINGS EDUCATION CENTER",1,"2020-11-21","2020-09-06",197,"Public","FL"
"3588","NEW BEGINNINGS HIGH SCHOOL",1,"2020-10-24","2020-09-06",773,"Public","FL"
"3589","NEW BEGINNINGS HIGH SCHOOL",2,"2020-11-21","2020-09-06",773,"Public","FL"
"3590","NEW BEGINNINGS IMMOKALEE",0,"2020-11-21","2020-09-06",23,"Public","FL"
"3591","NEW BERLIN ELEMENTARY SCHOOL",1,"2020-11-21","2020-09-06",1178,"Public","FL"
"3592","NEW HOPE CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",65,"Private","FL"
"3593","NEW HORIZONS ELEMENTARY SCHOOL",0,"2020-10-24","2020-09-06",684,"Public","FL"
"3594","NEW HORIZONS ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",684,"Public","FL"
"3595","NEW HORIZONS LEARNING CENTER",2,"2020-11-21","2020-09-06",141,"Public","FL"
"3596","NEW JERUSALEM CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",117,"Private","FL"
"3597","NEW JERUSALEM CHRISTIAN ACADEMY",1,"2020-11-21","2020-09-06",117,"Private","FL"
"3598","NEW LEAF CENTER",0,"2020-10-24","2020-09-06",102,"Public","FL"
"3599","NEW LEAF CENTER",3,"2020-11-21","2020-09-06",102,"Public","FL"
"3600","NEW RENAISSANCE MIDDLE SCHOOL",1,"2020-10-24","2020-09-06",1193,"Public","FL"
"3601","NEW RENAISSANCE MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",1193,"Public","FL"
"3602","NEW RIVER ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",832,"Public","FL"
"3603","NEW RIVER ELEMENTARY SCHOOL",4,"2020-11-21","2020-09-06",832,"Public","FL"
"3604","NEW RIVER MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1591,"Public","FL"
"3605","NEW RIVER MIDDLE SCHOOL",5,"2020-11-21","2020-09-06",1591,"Public","FL"
"3606","NEW SMYRNA BEACH HIGH SCHOOL",3,"2020-10-24","2020-09-06",1952,"Public","FL"
"3607","NEW SMYRNA BEACH HIGH SCHOOL",17,"2020-11-21","2020-09-06",1952,"Public","FL"
"3608","NEW SMYRNA BEACH MIDDLE SCHOOL",2,"2020-10-24","2020-09-06",1179,"Public","FL"
"3609","NEW SMYRNA BEACH MIDDLE SCHOOL",7,"2020-11-21","2020-09-06",1179,"Public","FL"
"3610","NEW SPRINGS SCHOOLS",0,"2020-10-24","2020-09-06",461,"Public","FL"
"3611","NEW SPRINGS SCHOOLS",1,"2020-11-21","2020-09-06",461,"Public","FL"
"3612","NEWBERRY CHRISTIAN COMMUNITY SCHOOL",1,"2020-11-21","2020-09-06",176,"Private","FL"
"3613","NEWBERRY ELEMENTARY SCHOOL",4,"2020-10-24","2020-09-06",633,"Public","FL"
"3614","NEWBERRY ELEMENTARY SCHOOL",5,"2020-11-21","2020-09-06",633,"Public","FL"
"3615","NEWBERRY HIGH SCHOOL",11,"2020-10-24","2020-09-06",653,"Public","FL"
"3616","NEWBERRY HIGH SCHOOL",14,"2020-11-21","2020-09-06",653,"Public","FL"
"3617","NEWSOME HIGH SCHOOL",14,"2020-10-24","2020-09-06",3036,"Public","FL"
"3618","NEWSOME HIGH SCHOOL",21,"2020-11-21","2020-09-06",3036,"Public","FL"
"3619","NIBLACK ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",298,"Public","FL"
"3620","NIBLACK ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",298,"Public","FL"
"3621","NICAEA ACADEMY OF CAPE CORAL",0,"2020-11-21","2020-09-06",95,"Private","FL"
"3622","NICEVILLE SENIOR HIGH SCHOOL",14,"2020-10-24","2020-09-06",2094,"Public","FL"
"3623","NICEVILLE SENIOR HIGH SCHOOL",34,"2020-11-21","2020-09-06",2094,"Public","FL"
"3624","NINA HARRIS ESE CENTER",1,"2020-11-21","2020-09-06",215,"Public","FL"
"3625","NOB HILL ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",636,"Public","FL"
"3626","NOCATEE ELEMENTARY SCHOOL",3,"2020-10-24","2020-09-06",641,"Public","FL"
"3627","NOCATEE ELEMENTARY SCHOOL",3,"2020-11-21","2020-09-06",641,"Public","FL"
"3628","NORCREST ELEMENTARY SCHOOL",2,"2020-11-21","2020-09-06",775,"Public","FL"
"3629","NORLAND MIDDLE SCHOOL",2,"2020-11-21","2020-09-06",877,"Public","FL"
"3630","NORMA BUTLER BOSSARD ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",1116,"Public","FL"
"3631","NORMA BUTLER BOSSARD ELEMENTARY SCHOOL",6,"2020-11-21","2020-09-06",1116,"Public","FL"
"3632","NORMAN S. EDELCUP/SUNNY ISLES BEACH K-8",0,"2020-10-24","2020-09-06",2096,"Public","FL"
"3633","NORMAN S. EDELCUP/SUNNY ISLES BEACH K-8",4,"2020-11-21","2020-09-06",2096,"Public","FL"
"3634","NORMANDY VILLAGE ELEMENTARY SCHOOL",1,"2020-10-24","2020-09-06",526,"Public","FL"
