regiao,estado,data,casosNovos,casosAcumulados,obitosNovos,obitosAcumulados
Nordeste,PE,2020-03-07,0,0,0,0
Nordeste,PE,2020-03-08,0,0,0,0
Nordeste,PE,2020-03-09,0,0,0,0
Nordeste,PE,2020-03-10,0,0,0,0
Nordeste,PE,2020-03-11,0,0,0,0
Nordeste,PE,2020-03-12,2,2,0,0
Nordeste,PE,2020-03-13,0,2,0,0
Nordeste,PE,2020-03-14,0,2,0,0
Nordeste,PE,2020-03-15,0,2,0,0
Nordeste,PE,2020-03-16,0,2,0,0
Nordeste,PE,2020-03-17,14,16,0,0
Nordeste,PE,2020-03-18,0,16,0,0
Nordeste,PE,2020-03-19,12,28,0,0
Nordeste,PE,2020-03-20,2,30,0,0
Nordeste,PE,2020-03-21,0,30,0,0
Nordeste,PE,2020-03-22,7,37,0,0
Nordeste,PE,2020-03-23,5,42,0,0
Nordeste,PE,2020-03-24,0,42,0,0
Nordeste,PE,2020-03-25,4,46,1,1
Nordeste,PE,2020-03-26,2,48,2,3
Nordeste,PE,2020-03-27,8,56,1,4
Nordeste,PE,2020-03-28,12,68,1,5
Nordeste,PE,2020-03-29,5,73,0,5
Nordeste,PE,2020-03-30,5,78,1,6
Nordeste,PE,2020-03-31,9,87,0,6
Nordeste,PE,2020-04-01,8,95,2,8
Nordeste,PE,2020-04-02,11,106,1,9
Nordeste,PE,2020-04-03,30,136,1,10
Nordeste,PE,2020-04-04,40,176,4,14
Nordeste,PE,2020-04-05,25,201,7,21
Nordeste,PE,2020-04-06,22,223,9,30
Nordeste,PE,2020-04-07,129,352,4,34
Nordeste,PE,2020-04-08,49,401,12,46
Nordeste,PE,2020-04-09,154,555,10,56
Nordeste,PE,2020-04-10,129,684,9,65
Nordeste,PE,2020-04-11,132,816,7,72
Nordeste,PE,2020-04-12,144,960,13,85
Nordeste,PE,2020-04-13,194,1154,17,102
Nordeste,PE,2020-04-14,130,1284,13,115
Nordeste,PE,2020-04-15,200,1484,28,143
Nordeste,PE,2020-04-16,199,1683,17,160
Nordeste,PE,2020-04-17,323,2006,26,186
Nordeste,PE,2020-04-18,187,2193,19,205
Nordeste,PE,2020-04-19,266,2459,11,216
Nordeste,PE,2020-04-20,231,2690,18,234
Nordeste,PE,2020-04-21,218,2908,26,260
Nordeste,PE,2020-04-22,390,3298,22,282
Nordeste,PE,2020-04-23,221,3519,30,312
Nordeste,PE,2020-04-24,480,3999,40,352
Nordeste,PE,2020-04-25,508,4507,29,381
Nordeste,PE,2020-04-26,391,4898,34,415
Nordeste,PE,2020-04-27,460,5358,35,450
Nordeste,PE,2020-04-28,366,5724,58,508
Nordeste,PE,2020-04-29,470,6194,30,538
Nordeste,PE,2020-04-30,682,6876,27,565
Nordeste,PE,2020-05-01,458,7334,38,603
Nordeste,PE,2020-05-02,811,8145,25,628
Nordeste,PE,2020-05-03,498,8643,24,652
Nordeste,PE,2020-05-04,220,8863,39,691
Nordeste,PE,2020-05-05,462,9325,58,749
Nordeste,PE,2020-05-06,556,9881,54,803
Nordeste,AL,2020-01-30,0,0,0,0
Nordeste,AL,2020-01-31,0,0,0,0
Nordeste,AL,2020-02-01,0,0,0,0
Nordeste,AL,2020-02-02,0,0,0,0
Nordeste,AL,2020-02-03,0,0,0,0
Nordeste,AL,2020-02-04,0,0,0,0
Nordeste,AL,2020-02-05,0,0,0,0
Nordeste,AL,2020-02-06,0,0,0,0
Nordeste,AL,2020-02-07,0,0,0,0
Nordeste,AL,2020-02-08,0,0,0,0
Nordeste,AL,2020-02-09,0,0,0,0
Nordeste,AL,2020-02-10,0,0,0,0
Nordeste,AL,2020-02-11,0,0,0,0
Nordeste,AL,2020-02-12,0,0,0,0
Nordeste,AL,2020-02-13,0,0,0,0
Nordeste,AL,2020-02-14,0,0,0,0
Nordeste,AL,2020-02-15,0,0,0,0
Nordeste,AL,2020-02-16,0,0,0,0
Nordeste,AL,2020-02-17,0,0,0,0
Nordeste,AL,2020-02-18,0,0,0,0
Nordeste,AL,2020-02-19,0,0,0,0
Nordeste,AL,2020-02-20,0,0,0,0
Nordeste,AL,2020-02-21,0,0,0,0
Nordeste,AL,2020-02-22,0,0,0,0
Nordeste,AL,2020-02-23,0,0,0,0
Nordeste,AL,2020-02-24,0,0,0,0
Nordeste,AL,2020-02-25,0,0,0,0
Nordeste,AL,2020-02-26,0,0,0,0
Nordeste,AL,2020-02-27,0,0,0,0
Nordeste,AL,2020-02-28,0,0,0,0
Nordeste,AL,2020-02-29,0,0,0,0
Nordeste,AL,2020-03-01,0,0,0,0
Nordeste,AL,2020-03-02,0,0,0,0
Nordeste,AL,2020-03-03,0,0,0,0
Nordeste,AL,2020-03-04,0,0,0,0
Nordeste,AL,2020-03-05,0,0,0,0
Nordeste,AL,2020-03-06,0,0,0,0
Nordeste,AL,2020-03-07,0,0,0,0
Nordeste,AL,2020-03-08,1,1,0,0
Nordeste,AL,2020-03-09,0,1,0,0
Nordeste,AL,2020-03-10,0,1,0,0
Nordeste,AL,2020-03-11,0,1,0,0
Nordeste,AL,2020-03-12,0,1,0,0
Nordeste,AL,2020-03-13,0,1,0,0
Nordeste,AL,2020-03-14,0,1,0,0
Nordeste,AL,2020-03-15,0,1,0,0
Nordeste,AL,2020-03-16,0,1,0,0
Nordeste,AL,2020-03-17,0,1,0,0
Nordeste,AL,2020-03-18,0,1,0,0
Nordeste,AL,2020-03-19,3,4,0,0
Nordeste,AL,2020-03-20,1,5,0,0
Nordeste,AL,2020-03-21,2,7,0,0
Nordeste,AL,2020-03-22,0,7,0,0
Nordeste,AL,2020-03-23,0,7,0,0
Nordeste,AL,2020-03-24,2,9,0,0
Nordeste,AL,2020-03-25,2,11,0,0
Nordeste,AL,2020-03-26,0,11,0,0
Nordeste,AL,2020-03-27,0,11,0,0
Nordeste,AL,2020-03-28,3,14,0,0
Nordeste,AL,2020-03-29,3,17,0,0
Nordeste,AL,2020-03-30,0,17,0,0
Nordeste,AL,2020-03-31,1,18,1,1
Nordeste,AL,2020-04-01,0,18,0,1
Nordeste,AL,2020-04-02,0,18,0,1
Nordeste,AL,2020-04-03,4,22,1,2
Nordeste,AL,2020-04-04,1,23,0,2
Nordeste,AL,2020-04-05,5,28,0,2
Nordeste,AL,2020-04-06,3,31,0,2
Nordeste,AL,2020-04-07,1,32,0,2
Nordeste,AL,2020-04-08,5,37,0,2
Nordeste,AL,2020-04-09,0,37,1,3
Nordeste,AL,2020-04-10,8,45,0,3
Nordeste,AL,2020-04-11,3,48,0,3
Nordeste,AL,2020-04-12,0,48,0,3
Nordeste,AL,2020-04-13,2,50,0,3
Nordeste,AL,2020-04-14,22,72,1,4
Nordeste,AL,2020-04-15,10,82,1,5
Nordeste,AL,2020-04-16,7,89,0,5
Nordeste,AL,2020-04-17,21,110,2,7
Nordeste,AL,2020-04-18,22,132,0,7
Nordeste,AL,2020-04-19,27,159,8,15
Nordeste,AL,2020-04-20,12,171,3,18
Nordeste,AL,2020-04-21,39,210,1,19
Nordeste,AL,2020-04-22,33,243,1,20
Nordeste,AL,2020-04-23,81,324,2,22
Nordeste,AL,2020-04-24,89,413,5,27
Nordeste,AL,2020-04-25,88,501,2,29
Nordeste,AL,2020-04-26,53,554,3,32
Nordeste,AL,2020-04-27,89,643,2,34
Nordeste,AL,2020-04-28,134,777,2,36
Nordeste,AL,2020-04-29,180,957,5,41
Nordeste,AL,2020-04-30,87,1044,6,47
Nordeste,AL,2020-05-01,182,1226,6,53
Nordeste,AL,2020-05-02,146,1372,5,58
Nordeste,AL,2020-05-03,69,1441,6,64
Nordeste,AL,2020-05-04,97,1538,8,72
Nordeste,AL,2020-05-05,68,1606,8,80
Nordeste,AL,2020-05-06,97,1703,9,89
Nordeste,SE,2020-01-30,0,0,0,0
Nordeste,SE,2020-01-31,0,0,0,0
Nordeste,SE,2020-02-01,0,0,0,0
Nordeste,SE,2020-02-02,0,0,0,0
Nordeste,SE,2020-02-03,0,0,0,0
Nordeste,SE,2020-02-04,0,0,0,0
Nordeste,SE,2020-02-05,0,0,0,0
Nordeste,SE,2020-02-06,0,0,0,0
Nordeste,SE,2020-02-07,0,0,0,0
Nordeste,SE,2020-02-08,0,0,0,0
Nordeste,SE,2020-02-09,0,0,0,0
Nordeste,SE,2020-02-10,0,0,0,0
Nordeste,SE,2020-02-11,0,0,0,0
Nordeste,SE,2020-02-12,0,0,0,0
Nordeste,SE,2020-02-13,0,0,0,0
Nordeste,SE,2020-02-14,0,0,0,0
Nordeste,SE,2020-02-15,0,0,0,0
Nordeste,SE,2020-02-16,0,0,0,0
Nordeste,SE,2020-02-17,0,0,0,0
Nordeste,SE,2020-02-18,0,0,0,0
Nordeste,SE,2020-02-19,0,0,0,0
Nordeste,SE,2020-02-20,0,0,0,0
Nordeste,SE,2020-02-21,0,0,0,0
Nordeste,SE,2020-02-22,0,0,0,0
Nordeste,SE,2020-02-23,0,0,0,0
Nordeste,SE,2020-02-24,0,0,0,0
Nordeste,SE,2020-02-25,0,0,0,0
Nordeste,SE,2020-02-26,0,0,0,0
Nordeste,SE,2020-02-27,0,0,0,0
Nordeste,SE,2020-02-28,0,0,0,0
Nordeste,SE,2020-02-29,0,0,0,0
Nordeste,SE,2020-03-01,0,0,0,0
Nordeste,SE,2020-03-02,0,0,0,0
Nordeste,SE,2020-03-03,0,0,0,0
Nordeste,SE,2020-03-04,0,0,0,0
Nordeste,SE,2020-03-05,0,0,0,0
Nordeste,SE,2020-03-06,0,0,0,0
Nordeste,SE,2020-03-07,0,0,0,0
Nordeste,SE,2020-03-08,0,0,0,0
Nordeste,SE,2020-03-09,0,0,0,0
Nordeste,SE,2020-03-10,0,0,0,0
Nordeste,SE,2020-03-11,0,0,0,0
Nordeste,SE,2020-03-12,0,0,0,0
Nordeste,SE,2020-03-13,0,0,0,0
Nordeste,SE,2020-03-14,0,0,0,0
Nordeste,SE,2020-03-15,1,1,0,0
Nordeste,SE,2020-03-16,0,1,0,0
Nordeste,SE,2020-03-17,3,4,0,0
Nordeste,SE,2020-03-18,1,5,0,0
Nordeste,SE,2020-03-19,1,6,0,0
Nordeste,SE,2020-03-20,0,6,0,0
Nordeste,SE,2020-03-21,4,10,0,0
Nordeste,SE,2020-03-22,0,10,0,0
Nordeste,SE,2020-03-23,0,10,0,0
Nordeste,SE,2020-03-24,5,15,0,0
Nordeste,SE,2020-03-25,1,16,0,0
Nordeste,SE,2020-03-26,0,16,0,0
Nordeste,SE,2020-03-27,0,16,0,0
Nordeste,SE,2020-03-28,0,16,0,0
Nordeste,SE,2020-03-29,0,16,0,0
Nordeste,SE,2020-03-30,0,16,0,0
Nordeste,SE,2020-03-31,3,19,0,0
Nordeste,SE,2020-04-01,1,20,0,0
Nordeste,SE,2020-04-02,3,23,2,2
Nordeste,SE,2020-04-03,2,25,0,2
Nordeste,SE,2020-04-04,2,27,0,2
Nordeste,SE,2020-04-05,5,32,1,3
Nordeste,SE,2020-04-06,0,32,1,4
Nordeste,SE,2020-04-07,4,36,0,4
Nordeste,SE,2020-04-08,0,36,0,4
Nordeste,SE,2020-04-09,3,39,0,4
Nordeste,SE,2020-04-10,3,42,0,4
Nordeste,SE,2020-04-11,0,42,0,4
Nordeste,SE,2020-04-12,2,44,0,4
Nordeste,SE,2020-04-13,0,44,0,4
Nordeste,SE,2020-04-14,1,45,0,4
Nordeste,SE,2020-04-15,1,46,0,4
Nordeste,SE,2020-04-16,2,48,0,4
Nordeste,SE,2020-04-17,5,53,0,4
Nordeste,SE,2020-04-18,18,71,1,5
Nordeste,SE,2020-04-19,12,83,0,5
Nordeste,SE,2020-04-20,3,86,0,5
Nordeste,SE,2020-04-21,6,92,0,5
Nordeste,SE,2020-04-22,25,117,2,7
Nordeste,SE,2020-04-23,7,124,1,8
Nordeste,SE,2020-04-24,20,144,0,8
Nordeste,SE,2020-04-25,9,153,1,9
Nordeste,SE,2020-04-26,6,159,0,9
Nordeste,SE,2020-04-27,38,197,1,10
Nordeste,SE,2020-04-28,83,280,1,11
Nordeste,SE,2020-04-29,57,337,1,12
Nordeste,SE,2020-04-30,110,447,0,12
Nordeste,SE,2020-05-01,70,517,2,14
Nordeste,SE,2020-05-02,84,601,0,14
Nordeste,SE,2020-05-03,129,730,0,14
Nordeste,SE,2020-05-04,42,772,3,17
Nordeste,SE,2020-05-05,126,898,4,21
Nordeste,SE,2020-05-06,100,998,2,23
Nordeste,BA,2020-01-30,0,0,0,0
Nordeste,BA,2020-01-31,0,0,0,0
Nordeste,BA,2020-02-01,0,0,0,0
Nordeste,BA,2020-02-02,0,0,0,0
Nordeste,BA,2020-02-03,0,0,0,0
Nordeste,BA,2020-02-04,0,0,0,0
Nordeste,BA,2020-02-05,0,0,0,0
Nordeste,BA,2020-02-06,0,0,0,0
Nordeste,BA,2020-02-07,0,0,0,0
Nordeste,BA,2020-02-08,0,0,0,0
Nordeste,BA,2020-02-09,0,0,0,0
Nordeste,BA,2020-02-10,0,0,0,0
Nordeste,BA,2020-02-11,0,0,0,0
Nordeste,BA,2020-02-12,0,0,0,0
Nordeste,BA,2020-02-13,0,0,0,0
Nordeste,BA,2020-02-14,0,0,0,0
Nordeste,BA,2020-02-15,0,0,0,0
Nordeste,BA,2020-02-16,0,0,0,0
Nordeste,BA,2020-02-17,0,0,0,0
Nordeste,BA,2020-02-18,0,0,0,0
Nordeste,BA,2020-02-19,0,0,0,0
Nordeste,BA,2020-02-20,0,0,0,0
Nordeste,BA,2020-02-21,0,0,0,0
Nordeste,BA,2020-02-22,0,0,0,0
Nordeste,BA,2020-02-23,0,0,0,0
Nordeste,BA,2020-02-24,0,0,0,0
Nordeste,BA,2020-02-25,0,0,0,0
Nordeste,BA,2020-02-26,0,0,0,0
Nordeste,BA,2020-02-27,0,0,0,0
Nordeste,BA,2020-02-28,0,0,0,0
Nordeste,BA,2020-02-29,0,0,0,0
Nordeste,BA,2020-03-01,0,0,0,0
Nordeste,BA,2020-03-02,0,0,0,0
Nordeste,BA,2020-03-03,0,0,0,0
Nordeste,BA,2020-03-04,0,0,0,0
Nordeste,BA,2020-03-05,0,0,0,0
Nordeste,BA,2020-03-06,1,1,0,0
Nordeste,BA,2020-03-07,1,2,0,0
Nordeste,BA,2020-03-08,0,2,0,0
Nordeste,BA,2020-03-09,0,2,0,0
Nordeste,BA,2020-03-10,0,2,0,0
Nordeste,BA,2020-03-11,0,2,0,0
Nordeste,BA,2020-03-12,0,2,0,0
Nordeste,BA,2020-03-13,0,2,0,0
Nordeste,BA,2020-03-14,0,2,0,0
Nordeste,BA,2020-03-15,0,2,0,0
Nordeste,BA,2020-03-16,0,2,0,0
Nordeste,BA,2020-03-17,1,3,0,0
Nordeste,BA,2020-03-18,0,3,0,0
Nordeste,BA,2020-03-19,27,30,0,0
Nordeste,BA,2020-03-20,3,33,0,0
Nordeste,BA,2020-03-21,8,41,0,0
Nordeste,BA,2020-03-22,8,49,0,0
Nordeste,BA,2020-03-23,14,63,0,0
Nordeste,BA,2020-03-24,13,76,0,0
Nordeste,BA,2020-03-25,8,84,0,0
Nordeste,BA,2020-03-26,20,104,0,0
Nordeste,BA,2020-03-27,11,115,0,0
Nordeste,BA,2020-03-28,12,127,0,0
Nordeste,BA,2020-03-29,27,154,1,1
Nordeste,BA,2020-03-30,22,176,0,1
Nordeste,BA,2020-03-31,37,213,1,2
Nordeste,BA,2020-04-01,33,246,0,2
Nordeste,BA,2020-04-02,21,267,1,3
Nordeste,BA,2020-04-03,15,282,2,5
Nordeste,BA,2020-04-04,50,332,2,7
Nordeste,BA,2020-04-05,69,401,2,9
Nordeste,BA,2020-04-06,30,431,1,10
Nordeste,BA,2020-04-07,25,456,2,12
Nordeste,BA,2020-04-08,41,497,3,15
Nordeste,BA,2020-04-09,62,559,4,19
Nordeste,BA,2020-04-10,45,604,0,19
Nordeste,BA,2020-04-11,31,635,2,21
Nordeste,BA,2020-04-12,38,673,0,21
Nordeste,BA,2020-04-13,50,723,1,22
Nordeste,BA,2020-04-14,36,759,0,22
Nordeste,BA,2020-04-15,48,807,5,27
Nordeste,BA,2020-04-16,144,951,3,30
Nordeste,BA,2020-04-17,108,1059,6,36
Nordeste,BA,2020-04-18,134,1193,1,37
Nordeste,BA,2020-04-19,37,1230,8,45
Nordeste,BA,2020-04-20,111,1341,1,46
Nordeste,BA,2020-04-21,148,1489,1,47
Nordeste,BA,2020-04-22,155,1644,3,50
Nordeste,BA,2020-04-23,145,1789,9,59
Nordeste,BA,2020-04-24,173,1962,5,64
Nordeste,BA,2020-04-25,119,2081,6,70
Nordeste,BA,2020-04-26,128,2209,3,73
Nordeste,BA,2020-04-27,145,2354,3,76
Nordeste,BA,2020-04-28,186,2540,10,86
Nordeste,BA,2020-04-29,106,2646,10,96
Nordeste,BA,2020-04-30,205,2851,8,104
Nordeste,BA,2020-05-01,234,3085,13,117
Nordeste,BA,2020-05-02,182,3267,6,123
Nordeste,BA,2020-05-03,228,3495,0,123
Nordeste,BA,2020-05-04,239,3734,18,141
Nordeste,BA,2020-05-05,306,4040,5,146
Nordeste,BA,2020-05-06,261,4301,14,160
Sudeste,MG,2020-01-30,0,0,0,0
Sudeste,MG,2020-01-31,0,0,0,0
Sudeste,MG,2020-02-01,0,0,0,0
Sudeste,MG,2020-02-02,0,0,0,0
Sudeste,MG,2020-02-03,0,0,0,0
Sudeste,MG,2020-02-04,0,0,0,0
Sudeste,MG,2020-02-05,0,0,0,0
Sudeste,MG,2020-02-06,0,0,0,0
Sudeste,MG,2020-02-07,0,0,0,0
Sudeste,MG,2020-02-08,0,0,0,0
Sudeste,MG,2020-02-09,0,0,0,0
Sudeste,MG,2020-02-10,0,0,0,0
Sudeste,MG,2020-02-11,0,0,0,0
Sudeste,MG,2020-02-12,0,0,0,0
Sudeste,MG,2020-02-13,0,0,0,0
Sudeste,MG,2020-02-14,0,0,0,0
Sudeste,MG,2020-02-15,0,0,0,0
Sudeste,MG,2020-02-16,0,0,0,0
Sudeste,MG,2020-02-17,0,0,0,0
Sudeste,MG,2020-02-18,0,0,0,0
Sudeste,MG,2020-02-19,0,0,0,0
Sudeste,MG,2020-02-20,0,0,0,0
Sudeste,MG,2020-02-21,0,0,0,0
Sudeste,MG,2020-02-22,0,0,0,0
Sudeste,MG,2020-02-23,0,0,0,0
Sudeste,MG,2020-02-24,0,0,0,0
Sudeste,MG,2020-02-25,0,0,0,0
Sudeste,MG,2020-02-26,0,0,0,0
Sudeste,MG,2020-02-27,0,0,0,0
Sudeste,MG,2020-02-28,0,0,0,0
Sudeste,MG,2020-02-29,0,0,0,0
Sudeste,MG,2020-03-01,0,0,0,0
Sudeste,MG,2020-03-02,0,0,0,0
Sudeste,MG,2020-03-03,0,0,0,0
Sudeste,MG,2020-03-04,0,0,0,0
Sudeste,MG,2020-03-05,0,0,0,0
Sudeste,MG,2020-03-06,0,0,0,0
Sudeste,MG,2020-03-07,0,0,0,0
Sudeste,MG,2020-03-08,1,1,0,0
Sudeste,MG,2020-03-09,0,1,0,0
Sudeste,MG,2020-03-10,0,1,0,0
Sudeste,MG,2020-03-11,0,1,0,0
Sudeste,MG,2020-03-12,0,1,0,0
Sudeste,MG,2020-03-13,1,2,0,0
Sudeste,MG,2020-03-14,0,2,0,0
Sudeste,MG,2020-03-15,0,2,0,0
Sudeste,MG,2020-03-16,3,5,0,0
Sudeste,MG,2020-03-17,2,7,0,0
Sudeste,MG,2020-03-18,8,15,0,0
Sudeste,MG,2020-03-19,14,29,0,0
Sudeste,MG,2020-03-20,6,35,0,0
Sudeste,MG,2020-03-21,3,38,0,0
Sudeste,MG,2020-03-22,45,83,0,0
Sudeste,MG,2020-03-23,45,128,0,0
Sudeste,MG,2020-03-24,2,130,0,0
Sudeste,MG,2020-03-25,3,133,0,0
Sudeste,MG,2020-03-26,20,153,0,0
Sudeste,MG,2020-03-27,36,189,0,0
Sudeste,MG,2020-03-28,16,205,0,0
Sudeste,MG,2020-03-29,26,231,0,0
Sudeste,MG,2020-03-30,30,261,1,1
Sudeste,MG,2020-03-31,14,275,1,2
Sudeste,MG,2020-04-01,39,314,1,3
Sudeste,MG,2020-04-02,56,370,1,4
Sudeste,MG,2020-04-03,27,397,2,6
Sudeste,MG,2020-04-04,33,430,0,6
Sudeste,MG,2020-04-05,68,498,0,6
Sudeste,MG,2020-04-06,27,525,3,9
Sudeste,MG,2020-04-07,34,559,2,11
Sudeste,MG,2020-04-08,55,614,3,14
Sudeste,MG,2020-04-09,41,655,1,15
Sudeste,MG,2020-04-10,43,698,2,17
Sudeste,MG,2020-04-11,52,750,0,17
Sudeste,MG,2020-04-12,56,806,3,20
Sudeste,MG,2020-04-13,9,815,3,23
Sudeste,MG,2020-04-14,69,884,4,27
Sudeste,MG,2020-04-15,19,903,3,30
Sudeste,MG,2020-04-16,55,958,3,33
Sudeste,MG,2020-04-17,63,1021,2,35
Sudeste,MG,2020-04-18,56,1077,4,39
Sudeste,MG,2020-04-19,77,1154,0,39
Sudeste,MG,2020-04-20,35,1189,2,41
Sudeste,MG,2020-04-21,41,1230,3,44
Sudeste,MG,2020-04-22,53,1283,3,47
Sudeste,MG,2020-04-23,25,1308,4,51
Sudeste,MG,2020-04-24,111,1419,3,54
Sudeste,MG,2020-04-25,62,1481,4,58
Sudeste,MG,2020-04-26,67,1548,3,61
Sudeste,MG,2020-04-27,38,1586,1,62
Sudeste,MG,2020-04-28,63,1649,9,71
Sudeste,MG,2020-04-29,109,1758,9,80
Sudeste,MG,2020-04-30,69,1827,2,82
Sudeste,MG,2020-05-01,108,1935,6,88
Sudeste,MG,2020-05-02,88,2023,0,88
Sudeste,MG,2020-05-03,95,2118,1,89
Sudeste,MG,2020-05-04,229,2347,1,90
Sudeste,MG,2020-05-05,105,2452,4,94
Sudeste,MG,2020-05-06,153,2605,3,97
Sudeste,ES,2020-01-30,0,0,0,0
Sudeste,ES,2020-01-31,0,0,0,0
Sudeste,ES,2020-02-01,0,0,0,0
Sudeste,ES,2020-02-02,0,0,0,0
Sudeste,ES,2020-02-03,0,0,0,0
Sudeste,ES,2020-02-04,0,0,0,0
Sudeste,ES,2020-02-05,0,0,0,0
Sudeste,ES,2020-02-06,0,0,0,0
Sudeste,ES,2020-02-07,0,0,0,0
Sudeste,ES,2020-02-08,0,0,0,0
Sudeste,ES,2020-02-09,0,0,0,0
Sudeste,ES,2020-02-10,0,0,0,0
Sudeste,ES,2020-02-11,0,0,0,0
Sudeste,ES,2020-02-12,0,0,0,0
Sudeste,ES,2020-02-13,0,0,0,0
Sudeste,ES,2020-02-14,0,0,0,0
Sudeste,ES,2020-02-15,0,0,0,0
Sudeste,ES,2020-02-16,0,0,0,0
Sudeste,ES,2020-02-17,0,0,0,0
Sudeste,ES,2020-02-18,0,0,0,0
Sudeste,ES,2020-02-19,0,0,0,0
Sudeste,ES,2020-02-20,0,0,0,0
Sudeste,ES,2020-02-21,0,0,0,0
Sudeste,ES,2020-02-22,0,0,0,0
Sudeste,ES,2020-02-23,0,0,0,0
Sudeste,ES,2020-02-24,0,0,0,0
Sudeste,ES,2020-02-25,0,0,0,0
Sudeste,ES,2020-02-26,0,0,0,0
Sudeste,ES,2020-02-27,0,0,0,0
Sudeste,ES,2020-02-28,0,0,0,0
Sudeste,ES,2020-02-29,0,0,0,0
Sudeste,ES,2020-03-01,0,0,0,0
Sudeste,ES,2020-03-02,0,0,0,0
Sudeste,ES,2020-03-03,0,0,0,0
Sudeste,ES,2020-03-04,0,0,0,0
Sudeste,ES,2020-03-05,0,0,0,0
Sudeste,ES,2020-03-06,1,1,0,0
Sudeste,ES,2020-03-07,0,1,0,0
Sudeste,ES,2020-03-08,0,1,0,0
Sudeste,ES,2020-03-09,0,1,0,0
Sudeste,ES,2020-03-10,0,1,0,0
Sudeste,ES,2020-03-11,0,1,0,0
Sudeste,ES,2020-03-12,0,1,0,0
Sudeste,ES,2020-03-13,0,1,0,0
Sudeste,ES,2020-03-14,0,1,0,0
Sudeste,ES,2020-03-15,0,1,0,0
Sudeste,ES,2020-03-16,0,1,0,0
Sudeste,ES,2020-03-17,0,1,0,0
Sudeste,ES,2020-03-18,8,9,0,0
Sudeste,ES,2020-03-19,2,11,0,0
Sudeste,ES,2020-03-20,2,13,0,0
Sudeste,ES,2020-03-21,13,26,0,0
Sudeste,ES,2020-03-22,0,26,0,0
Sudeste,ES,2020-03-23,3,29,0,0
Sudeste,ES,2020-03-24,4,33,0,0
Sudeste,ES,2020-03-25,6,39,0,0
Sudeste,ES,2020-03-26,0,39,0,0
Sudeste,ES,2020-03-27,8,47,0,0
Sudeste,ES,2020-03-28,6,53,0,0
Sudeste,ES,2020-03-29,7,60,0,0
Sudeste,ES,2020-03-30,12,72,0,0
Sudeste,ES,2020-03-31,12,84,0,0
Sudeste,ES,2020-04-01,12,96,0,0
Sudeste,ES,2020-04-02,24,120,1,1
Sudeste,ES,2020-04-03,19,139,3,4
Sudeste,ES,2020-04-04,14,153,1,5
Sudeste,ES,2020-04-05,13,166,1,6
Sudeste,ES,2020-04-06,28,194,0,6
Sudeste,ES,2020-04-07,15,209,0,6
Sudeste,ES,2020-04-08,18,227,0,6
Sudeste,ES,2020-04-09,46,273,0,6
Sudeste,ES,2020-04-10,27,300,1,7
Sudeste,ES,2020-04-11,49,349,2,9
Sudeste,ES,2020-04-12,34,383,0,9
Sudeste,ES,2020-04-13,47,430,5,14
Sudeste,ES,2020-04-14,33,463,3,17
Sudeste,ES,2020-04-15,94,557,1,18
Sudeste,ES,2020-04-16,197,754,4,22
Sudeste,ES,2020-04-17,102,856,3,25
Sudeste,ES,2020-04-18,96,952,3,28
Sudeste,ES,2020-04-19,147,1099,2,30
Sudeste,ES,2020-04-20,69,1168,3,33
Sudeste,ES,2020-04-21,44,1212,1,34
Sudeste,ES,2020-04-22,101,1313,0,34
Sudeste,ES,2020-04-23,50,1363,8,42
Sudeste,ES,2020-04-24,18,1381,0,42
Sudeste,ES,2020-04-25,214,1595,5,47
Sudeste,ES,2020-04-26,108,1703,4,51
Sudeste,ES,2020-04-27,93,1796,6,57
Sudeste,ES,2020-04-28,78,1874,7,64
Sudeste,ES,2020-04-29,233,2107,12,76
Sudeste,ES,2020-04-30,358,2465,7,83
Sudeste,ES,2020-05-01,197,2662,13,96
Sudeste,ES,2020-05-02,286,2948,6,102
Sudeste,ES,2020-05-03,138,3086,12,114
Sudeste,ES,2020-05-04,140,3226,8,122
Sudeste,ES,2020-05-05,176,3402,11,133
Sudeste,ES,2020-05-06,166,3568,12,145
Sudeste,RJ,2020-01-30,0,0,0,0
Sudeste,RJ,2020-01-31,0,0,0,0
Sudeste,RJ,2020-02-01,0,0,0,0
Sudeste,RJ,2020-02-02,0,0,0,0
Sudeste,RJ,2020-02-03,0,0,0,0
Sudeste,RJ,2020-02-04,0,0,0,0
Sudeste,RJ,2020-02-05,0,0,0,0
Sudeste,RJ,2020-02-06,0,0,0,0
Sudeste,RJ,2020-02-07,0,0,0,0
Sudeste,RJ,2020-02-08,0,0,0,0
Sudeste,RJ,2020-02-09,0,0,0,0
Sudeste,RJ,2020-02-10,0,0,0,0
Sudeste,RJ,2020-02-11,0,0,0,0
Sudeste,RJ,2020-02-12,0,0,0,0
Sudeste,RJ,2020-02-13,0,0,0,0
Sudeste,RJ,2020-02-14,0,0,0,0
Sudeste,RJ,2020-02-15,0,0,0,0
Sudeste,RJ,2020-02-16,0,0,0,0
Sudeste,RJ,2020-02-17,0,0,0,0
Sudeste,RJ,2020-02-18,0,0,0,0
Sudeste,RJ,2020-02-19,0,0,0,0
Sudeste,RJ,2020-02-20,0,0,0,0
Sudeste,RJ,2020-02-21,0,0,0,0
Sudeste,RJ,2020-02-22,0,0,0,0
Sudeste,RJ,2020-02-23,0,0,0,0
